Gene	ID	group_name
CAGL0A00737g	GO:0031224	intrinsic component of membrane
CAGL0A00803g	GO:0000127	transcription factor TFIIIC complex
CAGL0A00803g	GO:0005667	transcription regulator complex
CAGL0A00803g	GO:0090576	RNA polymerase III transcription regulator complex
CAGL0A00825g	GO:0000228	nuclear chromosome
CAGL0A00825g	GO:0005694	chromosome
CAGL0A00825g	GO:0043228	non-membrane-bounded organelle
CAGL0A00825g	GO:0043232	intracellular non-membrane-bounded organelle
CAGL0A00847g	GO:0052718	tRNA-specific adenosine-34 deaminase complex
CAGL0A00847g	GO:0140535	intracellular protein-containing complex
CAGL0A00847g	GO:1902494	catalytic complex
CAGL0A00869g	GO:0000333	telomerase catalytic core complex
CAGL0A00869g	GO:0005697	telomerase holoenzyme complex
CAGL0A00869g	GO:0005730	nucleolus
CAGL0A00869g	GO:0043228	non-membrane-bounded organelle
CAGL0A00869g	GO:0043232	intracellular non-membrane-bounded organelle
CAGL0A00869g	GO:0061695	transferase complex, transferring phosphorus-containing groups
CAGL0A00869g	GO:0140513	nuclear protein-containing complex
CAGL0A00869g	GO:1902494	catalytic complex
CAGL0A00869g	GO:1990234	transferase complex
CAGL0A00869g	GO:1990904	ribonucleoprotein complex
CAGL0A00891g	GO:0000131	incipient cellular bud site
CAGL0A00891g	GO:0000133	polarisome
CAGL0A00891g	GO:0005815	microtubule organizing center
CAGL0A00891g	GO:0005816	spindle pole body
CAGL0A00891g	GO:0005826	actomyosin contractile ring
CAGL0A00891g	GO:0005856	cytoskeleton
CAGL0A00891g	GO:0005934	cellular bud tip
CAGL0A00891g	GO:0005935	cellular bud neck
CAGL0A00891g	GO:0005940	septin ring
CAGL0A00891g	GO:0030427	site of polarized growth
CAGL0A00891g	GO:0031562	hyphal tip polarisome
CAGL0A00891g	GO:0032156	septin cytoskeleton
CAGL0A00891g	GO:0032168	hyphal septin ring
CAGL0A00891g	GO:0035838	growing cell tip
CAGL0A00891g	GO:0035839	non-growing cell tip
CAGL0A00891g	GO:0043228	non-membrane-bounded organelle
CAGL0A00891g	GO:0043232	intracellular non-membrane-bounded organelle
CAGL0A00891g	GO:0043332	mating projection tip
CAGL0A00891g	GO:0045177	apical part of cell
CAGL0A00891g	GO:0051286	cell tip
CAGL0A00891g	GO:0060187	cell pole
CAGL0A00891g	GO:0070938	contractile ring
CAGL0A00891g	GO:0140535	intracellular protein-containing complex
CAGL0A00913g	GO:0000151	ubiquitin ligase complex
CAGL0A00913g	GO:0005634	nucleus
CAGL0A00913g	GO:0031461	cullin-RING ubiquitin ligase complex
CAGL0A00913g	GO:0035361	Cul8-RING ubiquitin ligase complex
CAGL0A00913g	GO:0043227	membrane-bounded organelle
CAGL0A00913g	GO:0043231	intracellular membrane-bounded organelle
CAGL0A00913g	GO:0140535	intracellular protein-containing complex
CAGL0A00913g	GO:1902494	catalytic complex
CAGL0A00913g	GO:1990234	transferase complex
CAGL0A00935g	GO:0005681	spliceosomal complex
CAGL0A00935g	GO:0005684	U2-type spliceosomal complex
CAGL0A00935g	GO:0140513	nuclear protein-containing complex
CAGL0A00935g	GO:1990904	ribonucleoprotein complex
CAGL0A00957g	GO:0005779	integral component of peroxisomal membrane
CAGL0A00957g	GO:0005783	endoplasmic reticulum
CAGL0A00957g	GO:0005886	plasma membrane
CAGL0A00957g	GO:0016020	membrane
CAGL0A00957g	GO:0016021	integral component of membrane
CAGL0A00957g	GO:0031224	intrinsic component of membrane
CAGL0A00957g	GO:0031231	intrinsic component of peroxisomal membrane
CAGL0A00957g	GO:0031300	intrinsic component of organelle membrane
CAGL0A00957g	GO:0031301	integral component of organelle membrane
CAGL0A00957g	GO:0043227	membrane-bounded organelle
CAGL0A00957g	GO:0043231	intracellular membrane-bounded organelle
CAGL0A00979g	GO:0005618	cell wall
CAGL0A00979g	GO:0005840	ribosome
CAGL0A00979g	GO:0009277	fungal-type cell wall
CAGL0A00979g	GO:0015934	large ribosomal subunit
CAGL0A00979g	GO:0022625	cytosolic large ribosomal subunit
CAGL0A00979g	GO:0030312	external encapsulating structure
CAGL0A00979g	GO:0030445	yeast-form cell wall
CAGL0A00979g	GO:0030446	hyphal cell wall
CAGL0A00979g	GO:0043228	non-membrane-bounded organelle
CAGL0A00979g	GO:0043232	intracellular non-membrane-bounded organelle
CAGL0A00979g	GO:0044391	ribosomal subunit
CAGL0A00979g	GO:1990904	ribonucleoprotein complex
CAGL0A01045g	GO:0005759	mitochondrial matrix
CAGL0A01045g	GO:0005829	cytosol
CAGL0A01045g	GO:0031974	membrane-enclosed lumen
CAGL0A01045g	GO:0043233	organelle lumen
CAGL0A01045g	GO:0045239	tricarboxylic acid cycle enzyme complex
CAGL0A01045g	GO:0070013	intracellular organelle lumen
CAGL0A01111g	GO:0005756	mitochondrial proton-transporting ATP synthase, central stalk
CAGL0A01111g	GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain
CAGL0A01111g	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)
CAGL0A01111g	GO:0045269	proton-transporting ATP synthase, central stalk
CAGL0A01111g	GO:0098796	membrane protein complex
CAGL0A01111g	GO:0098798	mitochondrial protein-containing complex
CAGL0A01111g	GO:0098800	inner mitochondrial membrane protein complex
CAGL0A01133g	GO:0005743	mitochondrial inner membrane
CAGL0A01133g	GO:0005774	vacuolar membrane
CAGL0A01133g	GO:0016020	membrane
CAGL0A01133g	GO:0016021	integral component of membrane
CAGL0A01133g	GO:0019866	organelle inner membrane
CAGL0A01133g	GO:0031090	organelle membrane
CAGL0A01133g	GO:0031224	intrinsic component of membrane
CAGL0A01133g	GO:0031966	mitochondrial membrane
CAGL0A01133g	GO:0098588	bounding membrane of organelle
CAGL0A01155g	GO:0000778	kinetochore
CAGL0A01155g	GO:0001411	hyphal tip
CAGL0A01155g	GO:0005737	cytoplasm
CAGL0A01155g	GO:0005815	microtubule organizing center
CAGL0A01155g	GO:0005816	spindle pole body
CAGL0A01155g	GO:0005874	microtubule
CAGL0A01155g	GO:0005881	cytoplasmic microtubule
CAGL0A01155g	GO:0005934	cellular bud tip
CAGL0A01155g	GO:0005935	cellular bud neck
CAGL0A01155g	GO:0005938	cell cortex
CAGL0A01155g	GO:0030427	site of polarized growth
CAGL0A01155g	GO:0043228	non-membrane-bounded organelle
CAGL0A01155g	GO:0043232	intracellular non-membrane-bounded organelle
CAGL0A01155g	GO:0043332	mating projection tip
CAGL0A01155g	GO:0051286	cell tip
CAGL0A01155g	GO:0060187	cell pole
CAGL0A01155g	GO:0099080	supramolecular complex
CAGL0A01155g	GO:0099081	supramolecular polymer
CAGL0A01155g	GO:0099512	supramolecular fiber
CAGL0A01155g	GO:0099513	polymeric cytoskeletal fiber
CAGL0A01177g	GO:0000778	kinetochore
CAGL0A01177g	GO:0043228	non-membrane-bounded organelle
CAGL0A01177g	GO:0043232	intracellular non-membrane-bounded organelle
CAGL0A01177g	GO:0099080	supramolecular complex
CAGL0A01193g	GO:0005634	nucleus
CAGL0A01193g	GO:0005737	cytoplasm
CAGL0A01193g	GO:0043227	membrane-bounded organelle
CAGL0A01193g	GO:0043231	intracellular membrane-bounded organelle
CAGL0A01199g	GO:0000328	fungal-type vacuole lumen
CAGL0A01199g	GO:0005775	vacuolar lumen
CAGL0A01199g	GO:0005886	plasma membrane
CAGL0A01199g	GO:0016020	membrane
CAGL0A01199g	GO:0016021	integral component of membrane
CAGL0A01199g	GO:0031224	intrinsic component of membrane
CAGL0A01199g	GO:0031974	membrane-enclosed lumen
CAGL0A01199g	GO:0043233	organelle lumen
CAGL0A01199g	GO:0070013	intracellular organelle lumen
CAGL0A01221g	GO:0016020	membrane
CAGL0A01243g	GO:0016021	integral component of membrane
CAGL0A01243g	GO:0031224	intrinsic component of membrane
CAGL0A01325g	GO:0016592	mediator complex
CAGL0A01325g	GO:0140513	nuclear protein-containing complex
CAGL0A01408g	GO:0005667	transcription regulator complex
CAGL0A01408g	GO:0016592	mediator complex
CAGL0A01408g	GO:0070847	core mediator complex
CAGL0A01408g	GO:0090575	RNA polymerase II transcription regulator complex
CAGL0A01408g	GO:0140513	nuclear protein-containing complex
CAGL0A01430g	GO:0016020	membrane
CAGL0A01452g	GO:0005789	endoplasmic reticulum membrane
CAGL0A01452g	GO:0016020	membrane
CAGL0A01452g	GO:0031090	organelle membrane
CAGL0A01474g	GO:0005576	extracellular region
CAGL0A01474g	GO:0005618	cell wall
CAGL0A01474g	GO:0009277	fungal-type cell wall
CAGL0A01474g	GO:0009986	cell surface
CAGL0A01474g	GO:0030312	external encapsulating structure
CAGL0A01540g	GO:0015934	large ribosomal subunit
CAGL0A01540g	GO:0022625	cytosolic large ribosomal subunit
CAGL0A01540g	GO:0044391	ribosomal subunit
CAGL0A01540g	GO:1990904	ribonucleoprotein complex
CAGL0A01562g	GO:0015934	large ribosomal subunit
CAGL0A01562g	GO:0022625	cytosolic large ribosomal subunit
CAGL0A01562g	GO:0044391	ribosomal subunit
CAGL0A01562g	GO:1990904	ribonucleoprotein complex
CAGL0A01584g	GO:0005618	cell wall
CAGL0A01584g	GO:0009277	fungal-type cell wall
CAGL0A01584g	GO:0030312	external encapsulating structure
CAGL0A01606g	GO:0000228	nuclear chromosome
CAGL0A01606g	GO:0000793	condensed chromosome
CAGL0A01606g	GO:0000794	condensed nuclear chromosome
CAGL0A01606g	GO:0005694	chromosome
CAGL0A01606g	GO:0043228	non-membrane-bounded organelle
CAGL0A01606g	GO:0043232	intracellular non-membrane-bounded organelle
CAGL0A01628g	GO:0005634	nucleus
CAGL0A01628g	GO:0005641	nuclear envelope lumen
CAGL0A01628g	GO:0005737	cytoplasm
CAGL0A01628g	GO:0031970	organelle envelope lumen
CAGL0A01628g	GO:0031974	membrane-enclosed lumen
CAGL0A01628g	GO:0043227	membrane-bounded organelle
CAGL0A01628g	GO:0043231	intracellular membrane-bounded organelle
CAGL0A01628g	GO:0043233	organelle lumen
CAGL0A01628g	GO:0070013	intracellular organelle lumen
CAGL0A01716g	GO:0005634	nucleus
CAGL0A01716g	GO:0005777	peroxisome
CAGL0A01716g	GO:0030312	external encapsulating structure
CAGL0A01716g	GO:0031012	extracellular matrix
CAGL0A01716g	GO:0042579	microbody
CAGL0A01716g	GO:0043227	membrane-bounded organelle
CAGL0A01716g	GO:0043231	intracellular membrane-bounded organelle
CAGL0A01716g	GO:0062039	biofilm matrix
CAGL0A01716g	GO:0062040	fungal biofilm matrix
CAGL0A01738g	GO:0000137	Golgi cis cisterna
CAGL0A01738g	GO:0031984	organelle subcompartment
CAGL0A01738g	GO:0031985	Golgi cisterna
CAGL0A01738g	GO:0098791	Golgi apparatus subcompartment
CAGL0A01760g	GO:0005737	cytoplasm
CAGL0A01782g	GO:0005886	plasma membrane
CAGL0A01782g	GO:0016020	membrane
CAGL0A01782g	GO:0016021	integral component of membrane
CAGL0A01782g	GO:0031224	intrinsic component of membrane
CAGL0A01804g	GO:0005886	plasma membrane
CAGL0A01804g	GO:0016020	membrane
CAGL0A01804g	GO:0016021	integral component of membrane
CAGL0A01804g	GO:0031224	intrinsic component of membrane
CAGL0A01826g	GO:0005886	plasma membrane
CAGL0A01826g	GO:0016020	membrane
CAGL0A01826g	GO:0016021	integral component of membrane
CAGL0A01826g	GO:0031224	intrinsic component of membrane
CAGL0A01848g	GO:0030117	membrane coat
CAGL0A01848g	GO:0030120	vesicle coat
CAGL0A01848g	GO:0030127	COPII vesicle coat
CAGL0A01848g	GO:0098796	membrane protein complex
CAGL0A01870g	GO:0016021	integral component of membrane
CAGL0A01870g	GO:0031224	intrinsic component of membrane
CAGL0A01914g	GO:0000123	histone acetyltransferase complex
CAGL0A01914g	GO:0000124	SAGA complex
CAGL0A01914g	GO:0005634	nucleus
CAGL0A01914g	GO:0031248	protein acetyltransferase complex
CAGL0A01914g	GO:0035267	NuA4 histone acetyltransferase complex
CAGL0A01914g	GO:0043189	H4/H2A histone acetyltransferase complex
CAGL0A01914g	GO:0043227	membrane-bounded organelle
CAGL0A01914g	GO:0043231	intracellular membrane-bounded organelle
CAGL0A01914g	GO:0046695	SLIK (SAGA-like) complex
CAGL0A01914g	GO:0070209	ASTRA complex
CAGL0A01914g	GO:0070461	SAGA-type complex
CAGL0A01914g	GO:0140513	nuclear protein-containing complex
CAGL0A01914g	GO:0140535	intracellular protein-containing complex
CAGL0A01914g	GO:1902493	acetyltransferase complex
CAGL0A01914g	GO:1902494	catalytic complex
CAGL0A01914g	GO:1902562	H4 histone acetyltransferase complex
CAGL0A01914g	GO:1905368	peptidase complex
CAGL0A01914g	GO:1990234	transferase complex
CAGL0A01958g	GO:0005737	cytoplasm
CAGL0A01980g	GO:0005739	mitochondrion
CAGL0A01980g	GO:0043227	membrane-bounded organelle
CAGL0A01980g	GO:0043231	intracellular membrane-bounded organelle
CAGL0A02046g	GO:0005886	plasma membrane
CAGL0A02046g	GO:0016020	membrane
CAGL0A02090g	GO:0005737	cytoplasm
CAGL0A02112g	GO:0005737	cytoplasm
CAGL0A02145g	GO:0030479	actin cortical patch
CAGL0A02145g	GO:0061645	endocytic patch
CAGL0A02189g	GO:0005737	cytoplasm
CAGL0A02189g	GO:0005739	mitochondrion
CAGL0A02189g	GO:0043227	membrane-bounded organelle
CAGL0A02189g	GO:0043231	intracellular membrane-bounded organelle
CAGL0A02211g	GO:0005886	plasma membrane
CAGL0A02211g	GO:0016020	membrane
CAGL0A02211g	GO:0016021	integral component of membrane
CAGL0A02211g	GO:0031224	intrinsic component of membrane
CAGL0A02233g	GO:0005886	plasma membrane
CAGL0A02233g	GO:0016020	membrane
CAGL0A02233g	GO:0016021	integral component of membrane
CAGL0A02233g	GO:0031224	intrinsic component of membrane
CAGL0A02321g	GO:0000322	storage vacuole
CAGL0A02321g	GO:0000323	lytic vacuole
CAGL0A02321g	GO:0000324	fungal-type vacuole
CAGL0A02321g	GO:0005773	vacuole
CAGL0A02321g	GO:0005886	plasma membrane
CAGL0A02321g	GO:0016020	membrane
CAGL0A02321g	GO:0016021	integral component of membrane
CAGL0A02321g	GO:0031224	intrinsic component of membrane
CAGL0A02321g	GO:0043227	membrane-bounded organelle
CAGL0A02321g	GO:0043231	intracellular membrane-bounded organelle
CAGL0A02387g	GO:0000314	organellar small ribosomal subunit
CAGL0A02387g	GO:0005763	mitochondrial small ribosomal subunit
CAGL0A02387g	GO:0015935	small ribosomal subunit
CAGL0A02387g	GO:0044391	ribosomal subunit
CAGL0A02387g	GO:0098798	mitochondrial protein-containing complex
CAGL0A02387g	GO:1990904	ribonucleoprotein complex
CAGL0A02409g	GO:0005737	cytoplasm
CAGL0A02409g	GO:0005938	cell cortex
CAGL0A02475g	GO:0005743	mitochondrial inner membrane
CAGL0A02475g	GO:0016020	membrane
CAGL0A02475g	GO:0019866	organelle inner membrane
CAGL0A02475g	GO:0031090	organelle membrane
CAGL0A02475g	GO:0031966	mitochondrial membrane
CAGL0A02486g	GO:0005794	Golgi apparatus
CAGL0A02486g	GO:0043227	membrane-bounded organelle
CAGL0A02486g	GO:0043231	intracellular membrane-bounded organelle
CAGL0A02508g	GO:0016021	integral component of membrane
CAGL0A02508g	GO:0031166	integral component of vacuolar membrane
CAGL0A02508g	GO:0031224	intrinsic component of membrane
CAGL0A02508g	GO:0031300	intrinsic component of organelle membrane
CAGL0A02508g	GO:0031301	integral component of organelle membrane
CAGL0A02508g	GO:0031310	intrinsic component of vacuolar membrane
CAGL0A02508g	GO:0071627	integral component of fungal-type vacuolar membrane
CAGL0A02508g	GO:0071628	intrinsic component of fungal-type vacuolar membrane
CAGL0A02530g	GO:0005737	cytoplasm
CAGL0A02530g	GO:0005758	mitochondrial intermembrane space
CAGL0A02530g	GO:0005829	cytosol
CAGL0A02530g	GO:0030312	external encapsulating structure
CAGL0A02530g	GO:0031012	extracellular matrix
CAGL0A02530g	GO:0031970	organelle envelope lumen
CAGL0A02530g	GO:0031974	membrane-enclosed lumen
CAGL0A02530g	GO:0043233	organelle lumen
CAGL0A02530g	GO:0062039	biofilm matrix
CAGL0A02530g	GO:0062040	fungal biofilm matrix
CAGL0A02530g	GO:0070013	intracellular organelle lumen
CAGL0A02596g	GO:0005822	inner plaque of spindle pole body
CAGL0A02596g	GO:0005823	central plaque of spindle pole body
CAGL0A02618g	GO:0031082	BLOC complex
CAGL0A02618g	GO:0031083	BLOC-1 complex
CAGL0A02629g	GO:0005802	trans-Golgi network
CAGL0A02629g	GO:0030119	AP-type membrane coat adaptor complex
CAGL0A02629g	GO:0030131	clathrin adaptor complex
CAGL0A02629g	GO:0031984	organelle subcompartment
CAGL0A02629g	GO:0098791	Golgi apparatus subcompartment
CAGL0A02629g	GO:0098796	membrane protein complex
CAGL0A02651g	GO:0000123	histone acetyltransferase complex
CAGL0A02651g	GO:0031248	protein acetyltransferase complex
CAGL0A02651g	GO:0035267	NuA4 histone acetyltransferase complex
CAGL0A02651g	GO:0043189	H4/H2A histone acetyltransferase complex
CAGL0A02651g	GO:0140513	nuclear protein-containing complex
CAGL0A02651g	GO:0140535	intracellular protein-containing complex
CAGL0A02651g	GO:1902493	acetyltransferase complex
CAGL0A02651g	GO:1902494	catalytic complex
CAGL0A02651g	GO:1902562	H4 histone acetyltransferase complex
CAGL0A02651g	GO:1990234	transferase complex
CAGL0A02695g	GO:0000127	transcription factor TFIIIC complex
CAGL0A02695g	GO:0000790	chromatin
CAGL0A02695g	GO:0005667	transcription regulator complex
CAGL0A02695g	GO:0090576	RNA polymerase III transcription regulator complex
CAGL0A02706g	GO:0005634	nucleus
CAGL0A02706g	GO:0043227	membrane-bounded organelle
CAGL0A02706g	GO:0043231	intracellular membrane-bounded organelle
CAGL0A02728g	GO:0008541	proteasome regulatory particle, lid subcomplex
CAGL0A02728g	GO:0034515	proteasome storage granule
CAGL0A02728g	GO:0043228	non-membrane-bounded organelle
CAGL0A02728g	GO:0043232	intracellular non-membrane-bounded organelle
CAGL0A02728g	GO:0070390	transcription export complex 2
CAGL0A02728g	GO:0140513	nuclear protein-containing complex
CAGL0A02750g	GO:0005737	cytoplasm
CAGL0A02750g	GO:0008540	proteasome regulatory particle, base subcomplex
CAGL0A02772g	GO:0005681	spliceosomal complex
CAGL0A02772g	GO:0034399	nuclear periphery
CAGL0A02772g	GO:0071013	catalytic step 2 spliceosome
CAGL0A02772g	GO:0140513	nuclear protein-containing complex
CAGL0A02772g	GO:1902494	catalytic complex
CAGL0A02772g	GO:1990904	ribonucleoprotein complex
CAGL0A02794g	GO:0016021	integral component of membrane
CAGL0A02794g	GO:0030173	integral component of Golgi membrane
CAGL0A02794g	GO:0031224	intrinsic component of membrane
CAGL0A02794g	GO:0031228	intrinsic component of Golgi membrane
CAGL0A02794g	GO:0031300	intrinsic component of organelle membrane
CAGL0A02794g	GO:0031301	integral component of organelle membrane
CAGL0A02794g	GO:0070916	inositol phosphoceramide synthase complex
CAGL0A02794g	GO:1902494	catalytic complex
CAGL0A02794g	GO:1990234	transferase complex
CAGL0A02816g	GO:0005576	extracellular region
CAGL0A02838g	GO:0005634	nucleus
CAGL0A02838g	GO:0043227	membrane-bounded organelle
CAGL0A02838g	GO:0043231	intracellular membrane-bounded organelle
CAGL0A02926g	GO:0005797	Golgi medial cisterna
CAGL0A02926g	GO:0005829	cytosol
CAGL0A02926g	GO:0019898	extrinsic component of membrane
CAGL0A02926g	GO:0031984	organelle subcompartment
CAGL0A02926g	GO:0031985	Golgi cisterna
CAGL0A02926g	GO:0098791	Golgi apparatus subcompartment
CAGL0A02948g	GO:0000139	Golgi membrane
CAGL0A02948g	GO:0005886	plasma membrane
CAGL0A02948g	GO:0016020	membrane
CAGL0A02948g	GO:0031090	organelle membrane
CAGL0A02948g	GO:0098588	bounding membrane of organelle
CAGL0A02970g	GO:0005737	cytoplasm
CAGL0A02992g	GO:0005743	mitochondrial inner membrane
CAGL0A02992g	GO:0016020	membrane
CAGL0A02992g	GO:0019866	organelle inner membrane
CAGL0A02992g	GO:0031090	organelle membrane
CAGL0A02992g	GO:0031966	mitochondrial membrane
CAGL0A03014g	GO:0005743	mitochondrial inner membrane
CAGL0A03014g	GO:0016020	membrane
CAGL0A03014g	GO:0019866	organelle inner membrane
CAGL0A03014g	GO:0031090	organelle membrane
CAGL0A03014g	GO:0031966	mitochondrial membrane
CAGL0A03036g	GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)
CAGL0A03036g	GO:0005886	plasma membrane
CAGL0A03036g	GO:0016020	membrane
CAGL0A03036g	GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain
CAGL0A03036g	GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)
CAGL0A03036g	GO:0098796	membrane protein complex
CAGL0A03036g	GO:0098798	mitochondrial protein-containing complex
CAGL0A03036g	GO:0098800	inner mitochondrial membrane protein complex
CAGL0A03051g	GO:0000932	P-body
CAGL0A03051g	GO:0005688	U6 snRNP
CAGL0A03051g	GO:0005730	nucleolus
CAGL0A03051g	GO:0030532	small nuclear ribonucleoprotein complex
CAGL0A03051g	GO:0035770	ribonucleoprotein granule
CAGL0A03051g	GO:0036464	cytoplasmic ribonucleoprotein granule
CAGL0A03051g	GO:0043228	non-membrane-bounded organelle
CAGL0A03051g	GO:0043232	intracellular non-membrane-bounded organelle
CAGL0A03051g	GO:0046540	U4/U6 x U5 tri-snRNP complex
CAGL0A03051g	GO:0097525	spliceosomal snRNP complex
CAGL0A03051g	GO:0097526	spliceosomal tri-snRNP complex
CAGL0A03051g	GO:0099080	supramolecular complex
CAGL0A03051g	GO:0120114	Sm-like protein family complex
CAGL0A03051g	GO:0140513	nuclear protein-containing complex
CAGL0A03051g	GO:1990726	Lsm1-7-Pat1 complex
CAGL0A03051g	GO:1990904	ribonucleoprotein complex
CAGL0A03058g	GO:0000142	cellular bud neck contractile ring
CAGL0A03058g	GO:0000399	cellular bud neck septin structure
CAGL0A03058g	GO:0005826	actomyosin contractile ring
CAGL0A03058g	GO:0005856	cytoskeleton
CAGL0A03058g	GO:0032156	septin cytoskeleton
CAGL0A03058g	GO:0032161	cleavage apparatus septin structure
CAGL0A03058g	GO:0032176	split septin rings
CAGL0A03058g	GO:0032177	cellular bud neck split septin rings
CAGL0A03058g	GO:0043228	non-membrane-bounded organelle
CAGL0A03058g	GO:0043232	intracellular non-membrane-bounded organelle
CAGL0A03058g	GO:0070938	contractile ring
CAGL0A03058g	GO:0110085	mitotic actomyosin contractile ring
CAGL0A03117g	GO:0000346	transcription export complex
CAGL0A03117g	GO:0140513	nuclear protein-containing complex
CAGL0A03168g	GO:0005829	cytosol
CAGL0A03168g	GO:0005840	ribosome
CAGL0A03168g	GO:0015934	large ribosomal subunit
CAGL0A03168g	GO:0022625	cytosolic large ribosomal subunit
CAGL0A03168g	GO:0043228	non-membrane-bounded organelle
CAGL0A03168g	GO:0043232	intracellular non-membrane-bounded organelle
CAGL0A03168g	GO:0044391	ribosomal subunit
CAGL0A03168g	GO:1990904	ribonucleoprotein complex
CAGL0A03190g	GO:0000776	kinetochore
CAGL0A03190g	GO:0043228	non-membrane-bounded organelle
CAGL0A03190g	GO:0043232	intracellular non-membrane-bounded organelle
CAGL0A03190g	GO:0099080	supramolecular complex
CAGL0A03212g	GO:0005886	plasma membrane
CAGL0A03212g	GO:0016020	membrane
CAGL0A03212g	GO:0016021	integral component of membrane
CAGL0A03212g	GO:0031224	intrinsic component of membrane
